name	Acc_LRC	F1_LRC	Prec_LRC	Recall_LRC	MCC_LRC	Acc_DTC	F1_DTC	Prec_DTC	Recall_DTC	MCC_DTC	Acc_SVC	F1_SVC	Prec_SVC	Recall_SVC	MCC_SVC	Acc_RFC	F1_RFC	Prec_RFC	Recall_RFC	MCC_RFC	Acc_HDC	F1_HDC	Prec_HDC	Recall_HDC	MCC_HDC
MatsonV_2018	0.62	0.56	0.55	0.62	0.10	0.66	0.63	0.65	0.66	0.29	0.61	0.47	0.38	0.61	0.00	0.66	0.63	0.65	0.66	0.23	0.79	0.77	0.84	0.79	0.58
MatsonV_2018	0.71	0.70	0.76	0.71	0.42	0.61	0.49	0.46	0.61	0.08	0.61	0.47	0.38	0.61	0.00	0.65	0.64	0.65	0.65	0.26	0.74	0.70	0.71	0.74	0.42
