name	Acc_LRC	F1_LRC	Prec_LRC	Recall_LRC	MCC_LRC	Acc_DTC	F1_DTC	Prec_DTC	Recall_DTC	MCC_DTC	Acc_SVC	F1_SVC	Prec_SVC	Recall_SVC	MCC_SVC	Acc_RFC	F1_RFC	Prec_RFC	Recall_RFC	MCC_RFC	Acc_HDC	F1_HDC	Prec_HDC	Recall_HDC	MCC_HDC
IjazUZ_2017	0.90	0.90	0.91	0.90	0.79	0.73	0.70	0.71	0.73	0.47	0.90	0.90	0.93	0.90	0.81	0.87	0.87	0.89	0.87	0.73	0.96	0.96	0.96	0.96	0.92
IjazUZ_2017	0.87	0.86	0.86	0.87	0.68	0.67	0.65	0.67	0.67	0.27	0.83	0.82	0.91	0.83	0.75	0.87	0.86	0.90	0.87	0.75	0.89	0.88	0.91	0.89	0.79
