name	Acc_LRC	F1_LRC	Prec_LRC	Recall_LRC	MCC_LRC	Acc_DTC	F1_DTC	Prec_DTC	Recall_DTC	MCC_DTC	Acc_SVC	F1_SVC	Prec_SVC	Recall_SVC	MCC_SVC	Acc_RFC	F1_RFC	Prec_RFC	Recall_RFC	MCC_RFC	Acc_HDC	F1_HDC	Prec_HDC	Recall_HDC	MCC_HDC
ChengpingW_2017	0.65	0.64	0.70	0.65	0.36	0.58	0.55	0.65	0.58	0.22	0.51	0.48	0.56	0.51	0.06	0.65	0.65	0.66	0.65	0.31	0.67	0.67	0.68	0.67	0.34
ChengpingW_2017	0.64	0.62	0.64	0.64	0.28	0.55	0.48	0.51	0.55	0.06	0.55	0.52	0.56	0.55	0.10	0.64	0.63	0.64	0.64	0.27	0.70	0.70	0.71	0.70	0.40
