name	Acc_LRC	F1_LRC	Prec_LRC	Recall_LRC	MCC_LRC	Acc_DTC	F1_DTC	Prec_DTC	Recall_DTC	MCC_DTC	Acc_SVC	F1_SVC	Prec_SVC	Recall_SVC	MCC_SVC	Acc_RFC	F1_RFC	Prec_RFC	Recall_RFC	MCC_RFC	Acc_HDC	F1_HDC	Prec_HDC	Recall_HDC	MCC_HDC
HansenLBS_2018	0.56	0.55	0.56	0.56	0.12	0.52	0.48	0.56	0.52	0.07	0.60	0.59	0.60	0.60	0.19	0.56	0.55	0.56	0.56	0.11	0.63	0.63	0.63	0.63	0.26
HansenLBS_2018	0.52	0.51	0.52	0.52	0.04	0.52	0.48	0.56	0.52	0.07	0.55	0.54	0.55	0.55	0.10	0.53	0.53	0.53	0.53	0.07	0.65	0.65	0.66	0.65	0.31
